TargetName	S1	S2	S3	S4
PDZK1IP1	13	17	11	13
PDZRN3	327	392	57	89
PDZRN4	44	108	14	26
PEA15	334	578	117	433
PEAK1	23	39	29	30
PEAR1	13	21	23	8
PEBP1	116	143	218	188
PEBP4	24	32	26	24
PECAM1	22	28	21	21
PECR	19	35	20	15
PEF1	44	45	40	41
PEG10	138	195	231	114
PEG3	53	32	30	30
PELI1	86	76	77	53
PELI2	114	154	94	116
PELI3	18	25	24	23
PELO	30	22	21	22
PELP1	27	49	40	35
PEMT	27	42	23	33
PENK	8	39	22	55
PEPD	21	36	44	44
PER1	14	12	23	11
PER2	36	50	27	21
PER3	19	29	9	9
PERCC1	31	44	49	38
PERM1	14	18	8	21
PERP	17	27	16	24
PES1	45	66	52	44
PET100	111	143	143	120
PET117	25	28	16	16
PEX1	44	42	42	32
PEX10	17	23	19	15
PEX11A	33	34	39	30
PEX11B	40	59	50	43
PEX11G	21	18	34	21
PEX12	27	30	24	22
PEX13	41	44	52	37
PEX14	18	25	28	19
PEX16	15	27	23	18
PEX19	19	36	20	20
PEX2	32	36	23	33
PEX26	60	68	76	79
PEX3	37	62	57	41
PEX5	44	66	70	41
PEX5L	9	19	58	13
PEX6	35	38	38	28
PEX7	20	32	27	23
PF4	20	16	11	24
PF4V1	7	25	15	14
PFAS	21	37	27	32
PFDN1	45	58	39	58
PFDN2	80	99	141	93
PFDN4	40	62	76	33
PFDN5	117	184	173	165
PFDN6	21	41	24	21
PFKFB1	9	16	18	21
PFKFB3	59	85	53	67
PFKFB4	17	32	27	26
PFKL	87	114	135	97
PFKM	50	121	110	70
PFKP	39	57	132	25
PFN1	101	114	115	100
PFN2	395	307	141	107
PFN3	8	18	21	11
PFN4	10	28	9	18
PGA4,PGA3,PGA5	13	13	10	12
PGAM1,PGAM4	87	145	99	93
PGAM2,DBNL	64	102	83	69
PGAM5	24	30	43	26
PGAP1	63	101	91	86
PGAP2	28	37	32	16
PGAP3	26	34	34	28
PGAP4,TMEM246	25	43	48	30
PGBD1	21	28	42	18
PGBD2	11	32	16	16
PGBD3,ERCC6	21	25	21	17
PGBD4	12	13	20	20
PGBD5	49	56	88	33
PGC	11	27	22	28
PGD	100	81	178	124
PGF	21	28	11	18
PGGHG	14	28	20	16
PGGT1B	3	6	1	8
PGK1	153	235	180	145
PGK2	17	35	27	25
PGLS	49	67	108	75
PGLYRP1	16	23	21	12
PGLYRP2	6	12	7	15
PGLYRP3	17	30	22	14
PGLYRP4	32	40	20	25
PGM1	33	48	25	31
PGM2	36	42	24	42
PGM2L1	31	42	163	18
PGM3	38	67	42	41
PGM5	15	22	14	27
PGP	27	39	35	39
PGPEP1	49	61	88	69
PGPEP1L	13	11	4	8
PGR	11	29	16	23
PGRMC1	63	58	110	41
PGRMC2	92	116	115	127
PGS1	44	57	57	34
PHACTR1	57	83	144	52
PHACTR2	515	678	796	518
PHACTR3	61	106	162	114
PHACTR4	37	68	52	55
PHAX	178	182	143	164
PHB	20	43	27	27
PHB2	87	115	79	104
PHC1	64	87	70	65
PHC2	49	101	83	94
PHC3	58	95	50	71
PHETA1	30	61	50	44
PHETA2	12	34	16	24
PHEX	26	33	27	27
PHF1	66	65	86	69
PHF10	48	61	39	48
PHF12	43	51	64	46
PHF13	55	53	45	62
PHF14	135	147	190	113
PHF19	21	37	20	25
PHF2	37	55	54	35
PHF20	52	80	60	37
PHF20L1	52	93	92	90
PHF21B	107	123	34	99
PHF23	30	54	44	47
PHF24	19	41	44	15
PHF3	78	109	106	76
PHF5A	48	38	48	36
PHF6	67	58	44	63
PHF7	16	25	16	17
PHF8	46	44	38	29
PHGDH	144	83	21	89
PHGR1	17	25	17	20
PHIP	105	130	87	143
PHKA1	13	31	13	10
PHKA2	22	30	30	23
PHKB	58	98	61	54
PHKG1	30	39	29	17
PHKG2	30	43	34	30
PHLDA1	30	75	19	92
PHLDA2	12	24	22	15
PHLDA3	11	30	25	17
PHLDB1	100	151	152	97
PHLDB2	21	38	20	19
PHLDB3	15	28	15	19
PHLPP1	77	54	37	52
PHLPP2	23	32	42	18
PHOSPHO1	116	158	202	116
PHOSPHO2	53	39	52	40
PHOSPHO2-KLHL23,KLHL23	84	59	85	46
PHOX2A	12	15	14	13
PHOX2B	20	25	23	11
PHPT1	6	33	36	30
PHRF1	41	57	57	59
PHTF1	98	95	91	90
PHTF2	48	62	80	52
PHYH	22	32	25	24
PHYHD1	24	22	15	24
PHYHIP	9	23	29	14
PHYHIPL	56	73	63	83
PHYKPL	32	46	31	23
PI15	28	35	18	18
PI16	5	25	17	11
PI3	8	20	18	22
PI4K2A	30	32	36	16
PI4K2B	17	33	23	25
PI4KA	69	91	130	62
PIANP	49	78	108	74
PIAS1	70	70	46	38
PIAS2	80	96	90	70
PIAS3	33	46	29	32
PIAS4	22	33	31	23
PIBF1	23	36	27	35
PICALM	87	104	116	74
PICK1	17	33	49	22
PID1	35	43	46	30
PIDD1	19	30	37	34
PIEZO1	20	42	34	30
PIEZO2	25	23	23	19
PIF1	23	25	5	15
PIFO	6	11	11	14
PIGA	29	53	23	21
PIGB	10	22	18	13
PIGBOS1	39	33	24	14
PIGC	29	30	27	29
PIGF	34	39	25	19
PIGG	44	49	53	34
PIGH	21	26	15	28
PIGK	26	44	36	32
PIGL	33	35	19	27
PIGM	37	52	43	28
PIGN	38	38	35	27
PIGO	32	48	35	29
PIGP	27	38	39	31
PIGQ	23	45	37	34
PIGR	14	28	14	16
PIGS	30	41	41	32
PIGT	51	53	57	34
PIGU	31	43	29	35
PIGV	15	37	24	29
PIGW	12	10	10	17
PIGX	35	28	35	30
PIGZ	14	14	16	17
PIH1D1	40	49	45	52
PIH1D2	22	26	16	18
PIH1D3	9	19	12	13
PIK3AP1	21	31	23	15
PIK3C2A	47	66	44	47
PIK3C2B	25	47	76	48
PIK3C2G	4	19	18	15
PIK3C3	61	68	45	63
PIK3CA	46	72	66	49
PIK3CB	37	48	41	40
PIK3CD	35	55	43	44
PIK3CG	9	26	14	18
PIK3IP1	24	47	41	33
PIK3R1	24	29	83	14
PIK3R2	55	89	146	107
PIK3R3,LOC110117498-PIK3R3	43	39	43	42
PIK3R4	33	34	27	22
PIK3R5	17	25	24	17
PIKFYVE	43	48	43	34
PILRA	9	20	20	9
PIM1	45	63	36	63
PIM2	16	30	27	23
PIM3	49	47	46	34
PIMREG	32	26	14	21
PIN1	39	62	51	41
PIN4	18	25	15	19
PINK1,PINK1-AS	37	36	87	48
PINLYP	29	51	34	33
PINX1	49	54	39	31
PIP	17	24	17	17
PIP4K2A	35	51	60	41
PIP4K2B	90	83	161	82
PIP4K2C	34	52	51	27
PIP4P1	26	31	42	22
PIP4P2	14	38	45	31
PIP5K1A	31	47	28	28
PIP5K1B	27	30	15	24
PIP5K1C	32	45	57	28
PIP5KL1	20	26	27	20
PIPOX	15	17	18	12
PIR	12	17	10	11
PIRT	13	9	7	7
PISD	20	33	42	33
PITHD1	11	9	11	2
PITPNA	40	36	55	50
PITPNB	46	59	57	56
PITPNC1	46	64	75	54
PITPNM1	16	29	40	32
PITPNM2	21	32	50	27
PITPNM3	16	25	38	16
PITRM1	32	44	62	42
PITX1	142	50	33	20
PITX2	30	38	20	27
PITX3	6	21	20	23
PIWIL1	15	24	21	16
PIWIL2	32	35	26	23
PIWIL3	18	28	22	12
PIWIL4	21	18	15	19
PJA1	46	85	109	43
PJA2	75	78	136	58
PJVK	14	20	22	17
PKD1	78	119	147	93
PKD1L1	20	27	39	20
PKD1L2	18	16	25	19
PKD1L3	3	10	4	9
PKD1P1,LOC102724993,PKD1P4-NPIPA8,PKD1P3-NPIPA1,NPIPA2,PKD1P6-NPIPP1,NPIPA3,NPIPA1,NPIPA8,NPIPA5,NPIPA7,PKD1P5-LOC105376752	418	314	443	293
PKD2	34	80	45	74
PKD2L1	15	26	12	15
PKD2L2	12	26	24	16
PKDCC	19	37	36	24
PKDREJ	10	12	15	9
PKHD1	15	32	20	13
PKHD1L1	14	20	19	13
PKIA	91	112	447	57
PKIB	27	26	24	20
PKIG	47	63	36	44
PKLR	12	18	16	9
PKM	100	126	112	112
PKMYT1	63	51	45	65
PKN1	70	76	88	63
PKN2	52	61	36	48
PKN3	19	32	20	15
PKNOX1	43	49	54	38
PKNOX2	36	49	35	37
PKP1	14	25	14	19
PKP2	20	36	22	9
PKP3	16	34	20	14
PKP4	31	37	93	30
PLA1A	7	20	20	18
PLA2G10	13	9	15	9
PLA2G12A	38	57	47	19
PLA2G12B	10	27	26	13
PLA2G15	12	24	21	17
PLA2G1B	9	29	20	28
PLA2G2A	17	28	19	19
PLA2G2C	10	15	10	12
PLA2G2D	17	17	13	9
PLA2G2E	22	26	13	24
PLA2G2F	88	112	146	103
PLA2G3	18	33	24	18
PLA2G4A	11	18	17	16
PLA2G4B	42	47	64	30
PLA2G4C	11	31	31	13
PLA2G4D	15	25	18	11
PLA2G4E	20	39	20	35
PLA2G4F	26	26	15	18
PLA2G5	14	18	19	14
PLA2G6	25	29	30	29
PLA2G7	18	38	22	20
PLA2R1	16	20	17	17
PLAA	35	43	62	25
PLAAT1	35	28	30	23
PLAAT2	38	55	35	37
PLAAT3	11	24	15	12
PLAAT4	8	32	17	16
PLAAT5	30	39	27	19
PLAC1	22	30	19	27
PLAC8	14	29	25	21
PLAC8L1	24	41	21	28
PLAC9	11	20	15	15
PLAG1	16	26	15	15
PLAGL1	42	39	43	38
PLAGL2	16	37	35	27
PLAT	19	36	18	33
PLAU	17	27	20	16
PLAUR	62	83	69	57
PLB1	17	23	26	16
PLBD1	12	27	20	17
PLBD2	17	29	32	17
PLCB1	12	40	27	42
PLCB2	13	29	20	11
PLCB3	14	22	18	18
PLCB4	6	12	9	29
PLCD1	19	39	24	19
PLCD3	13	34	16	21
PLCD4	22	24	14	14
PLCE1	72	77	20	106
PLCG1	117	105	78	118
PLCG2	7	19	12	10
PLCH1	33	43	25	40
PLCH2	14	22	34	23
PLCL1	17	24	27	21
PLCL2	37	52	62	43
PLCXD1	26	34	19	44
PLCXD2	22	25	17	18
PLCXD3	13	25	44	14
PLCZ1	10	11	5	6
PLD1	9	30	16	17
PLD2	38	48	44	44
PLD3	50	113	211	79
PLD4	24	38	27	20
PLD5	27	38	23	19
PLEC	71	78	135	56
PLEK	19	27	20	23
PLEK2	16	14	16	7
PLEKHA1	26	45	45	36
PLEKHA2	31	47	25	36
PLEKHA3	32	33	24	13
PLEKHA4	35	40	36	43
PLEKHA5	40	31	55	33
PLEKHA6	11	26	40	14
PLEKHA7	20	28	30	38
PLEKHA8	65	87	59	80
PLEKHB1	12	11	9	10
PLEKHB2	25	45	56	31
PLEKHD1	17	22	26	14
PLEKHF1	15	31	15	29
PLEKHF2	35	34	23	39
PLEKHG1	19	21	22	26
PLEKHG2	46	66	46	39
PLEKHG3,SPTB	30	56	27	34
PLEKHG4	41	44	34	34
PLEKHG4B	48	39	40	38
PLEKHG5	78	95	86	79
PLEKHG6	28	44	17	29
PLEKHH1	31	30	17	27
PLEKHH2	14	26	27	14
PLEKHH3	35	45	14	29
PLEKHJ1	23	26	17	17
PLEKHM1	28	30	43	36
PLEKHM2	65	60	86	73
PLEKHM3	21	33	36	29
PLEKHN1	47	58	73	52
PLEKHO1	74	97	80	74
PLEKHO2	19	23	19	14
PLEKHS1	4	6	2	6
PLET1	21	30	23	20
PLGRKT	21	35	32	18
PLIN1	12	34	18	26
PLIN2	24	32	19	29
PLIN3	7	7	5	7
PLIN4	32	35	21	15
PLIN5	46	42	30	30
PLK1	1	1	1	1
PLK2	79	83	120	45
PLK3	10	28	37	18
PLK4	33	32	24	27
PLK5	21	41	28	24
PLLP	10	21	12	20
PLN	9	12	11	12
PLOD1	34	62	51	45
PLOD2	4	13	9	4
PLOD3	17	39	25	15
PLP1	41	35	15	23
PLP2	38	32	39	26
PLPBP	38	73	48	50
PLPP1,MTREX	29	32	27	26
PLPP2	12	28	16	16
PLPP3	107	67	22	72
PLPP4	36	49	52	42
PLPP5	62	65	58	77
PLPP6	16	23	33	14
PLPP7	33	49	45	27
PLPPR1	30	83	157	89
PLPPR2	30	47	207	47
PLPPR4	19	50	141	64
PLPPR5	31	43	152	32
PLRG1	71	80	75	49
PLS1	12	22	23	19
PLS3	184	251	37	43
PLSCR1	24	32	27	12
PLSCR2	25	23	18	17
PLSCR3,TMEM256-PLSCR3,TNK1	14	10	8	11
PLSCR4	11	21	12	8
PLSCR5	12	31	23	19
PLTP	36	42	23	30
PLVAP	16	30	27	15
PLXDC1	11	27	12	18
PLXDC2	19	15	21	11
PLXNA1	36	51	96	43
PLXNA2	72	79	76	128
PLXNA3	46	74	55	52
PLXNA4	27	76	381	66
PLXNB1	113	95	46	86
PLXNB2	101	133	109	133
PLXNB3	1	3	1	2
PLXNC1	38	35	47	37
PLXND1	25	46	65	19
PM20D1	13	33	19	23
PM20D2	52	72	35	35
PMCH	12	22	11	5
PMEL	50	67	44	33
PMEPA1	43	53	41	39
PMF1	45	55	37	57
PMF1-BGLAP,BGLAP	28	38	36	34
PMFBP1	16	24	13	20
PML	28	35	25	25
PMM1	33	50	52	31
PMM2	22	37	30	23
PMP2	77	22	13	17
PMP22	22	51	20	34
PMPCA	33	37	46	29
PMPCB	61	89	42	52
PMS1	53	74	42	44
PMS2	22	41	41	23
PNCK	18	36	67	14
PNISR	218	160	163	176
PNKD	13	35	39	31
PNKP	25	46	27	20
PNLDC1	18	23	22	15
PNLIP	13	24	17	13
PNLIPRP1	10	21	15	13
PNLIPRP2	8	20	17	14
PNLIPRP3	20	38	24	21
PNMA1	88	68	134	75
PNMA2	55	78	115	39
PNMA3	8	23	56	15
PNMA5	18	29	26	12
PNMA6A	18	23	29	13
PNMA6E	25	28	20	24
PNMA6F	12	16	5	7
PNMA8A	30	21	45	16
PNMA8B	10	18	30	12
PNMT	10	13	12	11
PNN	121	133	113	149
PNO1	20	24	23	17
PNOC	16	31	23	25
PNP	25	42	23	34
PNPLA1	10	13	18	16
PNPLA2	33	46	42	41
PNPLA3	20	18	42	19
PNPLA4	22	37	23	20
PNPLA5	34	52	28	45
PNPLA6	26	44	37	31
PNPLA7	14	21	18	13
PNPLA8	43	76	73	56
PNPO	23	29	29	26
PNPT1	24	36	33	25
PNRC1	181	271	96	153
PNRC2	185	170	97	111
POC1A	21	30	22	27
POC1B	27	32	17	20
POC1B-GALNT4,GALNT4	27	23	24	20
POC5	26	35	24	26
PODN	24	44	56	21
PODNL1	18	29	15	13
PODXL	37	55	49	42
PODXL2	80	96	252	73
POF1B	12	21	19	11
POFUT1	40	50	44	26
POFUT2	34	32	22	29
POGK	77	73	110	79
POGLUT1	22	36	28	17
POGLUT2	19	26	23	22
POGLUT3	49	43	42	32
POGZ	117	105	129	92
POLA1	56	47	32	34
POLA2	65	33	30	39
POLB	38	87	67	56
POLD1	32	44	28	40
POLD2	76	53	68	53
POLD3	51	46	42	45
POLD4	16	29	17	22
POLDIP2	55	47	59	53
POLDIP3	61	63	61	57
POLE	38	68	29	30
POLE2	30	23	19	19
POLE3	45	56	53	37
POLE4	16	10	22	14
POLG	57	59	57	84
POLG2	32	45	38	36
POLH	21	34	34	23
POLI	85	82	60	63
POLK	36	42	32	34
POLL	23	52	46	40
POLM	9	14	10	11
POLN	10	11	12	7
POLQ	40	30	16	24
POLR1A	13	47	13	24
POLR1B	16	36	30	21
POLR1C	21	35	28	26
POLR1D	26	54	52	35
POLR1E	43	43	43	38
POLR2A	41	75	57	44
POLR2B	71	98	118	74
POLR2C	54	73	53	74
POLR2D	48	44	44	38
POLR2E	107	111	141	126
POLR2F	64	83	78	75
POLR2G	61	57	80	60
POLR2H	33	41	31	39
POLR2I	71	74	94	81
POLR2J	9	24	15	11
POLR2J2,UPK3BL1,POLR2J4,POLR2J3,UPK3BL2	123	63	50	85
POLR2K	1	1	1	1
POLR2L	81	94	94	97
POLR2M	24	51	38	40
POLR3A	57	68	89	70
POLR3B	22	37	29	30
POLR3C	34	34	25	29
POLR3D	31	38	42	24
POLR3E	15	25	13	7
POLR3F	30	32	19	29
POLR3G	7	13	11	9
POLR3GL	25	31	40	20
POLR3H	42	43	45	22
POLR3K	15	26	34	17
POLRMT	21	43	33	23
POM121C	59	83	57	58
POM121L12	7	15	9	7
POM121L2	14	27	9	19
POMC	21	38	21	12
POMGNT1	53	67	52	51
POMGNT2	24	23	28	20
POMK	35	54	44	22
POMP	95	123	139	88
POMT1	32	63	44	38
POMT2	25	32	21	23
PON1	15	28	12	12
PON2	53	64	22	36
PON3	16	35	19	10
POP1	24	26	23	20
POP4	28	32	31	31
POP5	22	31	40	34
POP7	18	39	30	28
POPDC2	23	29	25	20
POPDC3	15	33	33	13
POR	28	46	93	62
PORCN	26	30	43	28
POSTN	17	32	26	21
POT1	27	46	21	26
POTEA	14	22	12	10
POTEJ,POTEE,POTEF,POTEI	1061	925	1174	818
POTEM,POTEG,POTEH	24	20	18	15
POU1F1	10	31	17	23
POU2AF1	10	26	23	15
POU2F1	107	126	29	50
POU2F2	17	30	23	20
POU2F3	13	25	14	14
POU3F1	14	20	52	32
POU3F2	78	74	31	139
POU3F3	258	325	159	433
POU3F4	87	67	34	38
POU4F1	22	20	20	18
POU4F2	11	19	10	14
POU4F3	13	18	13	14
POU5F2	35	44	40	23
POU6F1	25	32	36	39
POU6F2	12	26	18	15
PP2D1	21	18	18	19
PPA1	133	204	213	210
PPA2	31	24	51	20
PPAN	22	53	34	26
PPAN-P2RY11,P2RY11	24	25	35	19
PPARA	12	34	22	24
PPARD	15	14	16	17
PPARG	2	1	1	1
PPARGC1A	11	30	22	20
PPARGC1B	14	25	27	17
PPAT	61	40	49	33
PPBP	12	20	17	12
PPCDC	24	26	19	14
PPCS	11	29	12	15
PPDPF	255	566	373	254
PPDPFL	13	22	10	17
PPEF1	11	18	24	11
PPEF2	10	24	13	7
PPFIA1	37	42	39	31
PPFIA2	27	138	211	120
PPFIA3	6	18	45	15
PPFIA4	22	43	34	20
PPFIBP1	21	33	96	21
PPFIBP2	16	27	26	25
PPHLN1	29	38	47	28
PPIA	444	444	633	272
PPIAL4D,PPIAL4C,PPIAL4E,PPIAL4H,PPIAL4F	33	44	23	22
PPIAL4G,PPIAL4C,PPIAL4A,PPIAL4E,PPIAL4H,PPIAL4F	196	163	227	135
PPIB	120	104	106	68
PPIC	13	23	20	20
PPID	31	33	44	28
PPIE	53	54	47	28
PPIF	29	37	32	40
PPIG	31	43	26	17
PPIH	34	37	32	35
PPIL1	34	40	39	31
PPIL2,YPEL1	82	85	177	66
PPIL3	46	50	32	41
PPIL4	93	89	51	47
PPIL6	8	15	10	9
PPIP5K1	23	31	25	24
PPIP5K1P1-CATSPER2,CATSPER2	22	16	18	25
PPIP5K2	96	99	92	78
PPL	5	18	17	12
PPM1A	75	99	93	72
PPM1B,LOC102723904	66	71	79	44
PPM1D	40	44	27	28
PPM1E	42	50	57	52
PPM1F	31	39	36	27
PPM1G	29	46	28	44
PPM1H	23	18	26	21
PPM1J	13	23	37	11
PPM1K	85	64	77	77
PPM1L	32	43	91	37
PPM1M	12	29	30	11
PPM1N	9	22	12	6
PPME1	47	69	81	54
PPP1CA	41	33	49	50
PPP1CB	207	236	239	173
PPP1CC	156	118	100	112
PPP1R10	50	62	85	47
PPP1R11	37	65	51	34
PPP1R12A	41	64	46	38
PPP1R12B	42	71	37	38
PPP1R12C	63	96	69	106
PPP1R13B,ZFYVE21	44	72	49	54
PPP1R13L	15	26	11	10
PPP1R14A	22	29	25	25
PPP1R14C	15	30	142	22
PPP1R14D	27	63	36	46
PPP1R15A	46	56	59	47
PPP1R15B	49	55	60	47
PPP1R16A	9	18	26	16
PPP1R16B	12	23	16	16
PPP1R17	24	112	30	197
PPP1R1A	16	35	36	25
PPP1R1B	18	23	33	20
PPP1R1C	13	18	16	13
PPP1R2	32	53	40	36
PPP1R21	26	38	62	29
PPP1R26	15	34	30	19
PPP1R27	8	18	14	14
PPP1R2C	18	32	15	16
PPP1R32	30	36	28	31
PPP1R35	42	52	53	32
PPP1R36	9	24	11	12
PPP1R37	16	26	26	13
PPP1R3A	14	29	20	15
PPP1R3B	11	23	14	16
PPP1R3C	26	44	22	21
PPP1R3D	9	26	14	15
PPP1R3E	24	33	36	42
PPP1R3F	27	44	34	31
PPP1R3G	22	29	15	20
PPP1R42	16	13	15	17
PPP1R7	56	84	94	60
PPP1R8	57	78	70	70
PPP1R9A	68	82	117	65
PPP1R9B	34	55	106	65
PPP2CA	146	169	217	133
PPP2CB	128	165	176	134
PPP2R1A	152	186	319	147
PPP2R1B	15	18	13	28
PPP2R2A	52	48	41	47
PPP2R2B	4	28	59	41
PPP2R2C	7	7	26	5
PPP2R2D	54	69	60	67
PPP2R3A	29	44	38	43
PPP2R3B	40	28	29	32
PPP2R3C	17	18	11	14
PPP2R5A	41	48	66	30
PPP2R5B	34	40	67	27
PPP2R5C	86	92	85	88
PPP2R5D	59	64	76	58
PPP2R5E	58	79	73	60
PPP3CA	22	46	52	22
PPP3CB	67	107	224	68
PPP3CC	32	34	52	23
PPP3R1	77	92	187	84
PPP3R2	10	21	11	15
PPP4C	59	58	42	51
PPP4R1	53	53	55	50
PPP4R2	97	79	67	68
PPP4R3A	12	9	13	6
PPP4R3B	90	101	91	98
PPP4R3C	14	24	17	15
PPP4R4	19	36	19	24
PPP5C	60	52	83	51
PPP5D1	29	25	20	19
PPP6C	51	60	54	45
PPP6R1	51	55	44	37
PPP6R2	39	51	58	54
PPP6R3	20	7	6	17
PPRC1	22	25	21	15
PPT1,CAP1	56	84	110	63
PPT2	79	100	75	59
PPTC7	22	22	20	25
PPWD1	46	60	58	44
PPY	14	14	23	13
PQBP1	25	41	61	54
PRAC1	30	40	35	32
PRADC1	31	30	22	29
PRAF2	9	25	23	22
PRAG1	20	28	20	44
PRAM1	19	29	15	17
PRAME	12	29	14	16
PRAMEF1	114	134	99	141
PRAMEF10,PRAMEF33	21	31	29	24
PRAMEF11,PRAMEF4,PRAMEF25,PRAMEF9,PRAMEF26,LOC112268320,PRAMEF5,PRAMEF27,PRAMEF6,PRAMEF15	54	75	49	56
PRAMEF12	13	20	20	16
PRAMEF14,PRAMEF13	23	32	18	20
PRAMEF2	12	15	12	10
PRAMEF20	21	24	18	12
PRAMEF8,PRAMEF7	15	30	15	23
PRAP1	21	26	14	21
PRB1,PRB2	16	23	11	12
PRB3	11	21	15	42
PRB4	11	26	12	16
PRC1	105	42	14	63
PRCC	52	81	85	83
PRCD	13	25	13	19
PRCP	48	26	28	28
PRDM1	9	14	9	11
PRDM10	40	43	57	40
PRDM11	12	20	12	16
PRDM12	20	31	22	24
PRDM13	31	32	25	20
PRDM14	17	27	20	14
PRDM15	17	33	18	12
PRDM16	34	67	25	40
PRDM2	53	64	81	46
PRDM4	44	54	37	34
PRDM5	22	25	13	10
PRDM6	17	16	17	10
PRDM7,PRDM9	13	27	14	21
PRDM8	13	45	212	67
PRDX1	148	146	93	177
PRDX2	111	102	90	92
PRDX3	79	82	75	47
PRDX4	44	34	35	33
PRDX5	69	127	177	106
PRDX6	34	48	13	32
PREB	29	40	33	43
PRELID1	34	49	34	46
PRELID2	37	50	27	36
PRELID3A	37	36	54	23
PRELID3B	169	245	238	165
PRELP	11	14	11	8
PREP	43	60	62	26
PREPL	78	138	152	69
PREX1	20	53	25	74
PREX2	18	25	21	34
PRF1	6	15	15	19
PRG2	15	18	12	10
PRG3	7	19	12	16
PRG4	14	21	13	12
PRH1-PRR4,PRH1,PRH2	16	14	25	20
PRH1-PRR4,PRR4	20	46	26	33
PRH1-TAS2R14,TAS2R14	28	28	29	35
PRICKLE1	18	23	18	28
PRICKLE2	30	46	126	23
PRICKLE3	11	25	13	21
PRICKLE4	29	31	15	35
PRIM1	51	56	45	49
PRIM2	32	42	16	31
PRIMA1	25	44	34	30
PRIMPOL	37	46	30	45
PRKAA1	24	28	34	31
PRKAA2	19	35	35	18
PRKAB1	31	36	48	28
PRKAB2	35	66	78	45
PRKACA	43	50	82	41
PRKACB	16	30	127	26
PRKACG	6	5	4	6
PRKAG1	26	37	25	29
PRKAG2	22	32	42	18
PRKAG3	15	28	21	21
PRKAR1A	85	96	149	102
PRKAR1B	26	53	99	45
PRKAR2A	27	40	42	28
PRKAR2B	51	91	256	65
PRKCA	124	101	46	38
PRKCB	12	24	42	17
PRKCD	16	34	39	25
PRKCE	15	26	74	18
PRKCG	13	34	31	25
PRKCH	14	9	20	11
PRKCI	68	93	111	73
PRKCQ	14	19	22	26
PRKCSH	116	146	125	82
PRKCZ	29	64	120	37
PRKD1	48	62	21	46
PRKD2	36	43	27	22
PRKD3	47	39	21	40
PRKDC	146	109	101	115
PRKG1	14	24	17	10
PRKG2	13	27	31	12
PRKN	18	21	23	16
PRKRA	46	48	69	41
PRKRIP1	28	34	31	30
PRKX	32	52	28	46
PRL	19	38	30	20
PRLH	17	34	15	27
PRLR	13	27	17	17
PRM1	9	19	21	14
PRM2	12	26	16	15
PRM3	12	34	18	17
PRMT1	10	12	11	12
PRMT2	26	30	34	19
PRMT3	21	30	30	31
PRMT5	32	38	53	28
PRMT6	27	41	50	24
PRMT7	28	37	23	19
PRMT8	134	143	124	114
PRMT9	23	31	30	23
PRND	17	19	23	16
PRNP	20	44	147	29
PROB1	13	28	15	13
PROC	11	27	19	23
PROCA1	15	28	16	15
PROCR	11	28	15	13
PRODH2	28	42	14	25
PROK1	14	21	13	13
PROK2	36	65	39	30
PROKR1	20	24	21	29
PROKR2	17	39	71	26
PROM1	39	29	57	17
PROM2	14	49	22	26
PROP1	13	24	11	18
PRORP	23	46	24	24
PRORY	6	32	13	15
PROS1	26	45	34	24
PROSER1	40	53	41	37
PROSER2	13	22	22	19
PROSER3	29	37	31	33
PROX1	83	111	35	34
PROX2	20	21	18	12
PROZ	13	28	10	12
PRPF18	33	49	60	30
PRPF19	62	57	52	52
PRPF3	50	72	75	44
PRPF31	25	28	18	25
PRPF38A	63	56	31	38
PRPF38B	39	54	43	58
PRPF39	99	113	117	113
PRPF4	30	38	28	13
PRPF40A	78	83	66	43
PRPF40B	12	25	27	11
PRPF4B	78	70	50	60
PRPF6	76	98	77	88
PRPF8	80	75	87	55
PRPH	10	15	16	12
PRPH2	19	39	33	18
PRPS1	60	48	29	36
PRPS1L1	53	45	41	28
PRPS2	24	37	42	23
PRPSAP1	84	96	96	74
PRPSAP2	71	92	112	60
PRR11	29	37	15	26
PRR12	57	102	105	51
PRR13	50	63	47	34
PRR14	52	72	57	44
PRR14L	36	45	46	38
PRR15	10	27	18	8
PRR15L	12	21	19	22
PRR16	18	26	40	22
PRR18	19	35	21	22
PRR19	3	11	7	10
PRR20G	16	23	12	12
PRR22	19	35	9	21
PRR23A	10	28	14	13
PRR23B	12	24	21	10
PRR23C	16	24	19	17
PRR23D1,PRR23D2	25	36	22	34
PRR25	12	39	18	24
PRR26	15	29	17	17
PRR27	10	21	24	14
PRR29	33	45	31	35
PRR3	53	53	61	33
PRR30	9	20	15	9
PRR32	22	31	19	15
PRR35	10	22	14	13
PRR36	25	33	56	26
PRR5	36	52	95	42
PRR5L	7	23	10	7
PRR7	14	27	52	25
PRR9	19	28	15	15
PRRC1	63	71	65	58
PRRC2A	121	166	151	120
PRRC2B	189	211	267	161
PRRC2C	84	119	100	51
PRRG1	19	30	26	12
PRRG2	13	27	17	7
PRRG3	41	69	87	43
PRRG4	16	29	33	23
PRRT1	19	34	51	19
PRRT1B	9	25	13	11
PRRT2	64	83	200	104
PRRT3	8	17	6	9
PRRT4	11	20	22	14
PRRX1	16	38	16	18
PRRX2	5	27	16	11
PRSS1,PRSS2	26	29	25	34
PRSS12	24	40	23	26
PRSS16	11	31	14	10
PRSS22	19	24	18	17
PRSS23	13	13	21	13
PRSS27	15	14	8	16
