TargetName	S1	S2	S3	S4
NSUN5	39	59	81	57
NSUN6	5	15	23	10
NSUN7,APBB2	50	68	48	40
NT5C	19	40	26	50
NT5C1A	11	19	11	6
NT5C1B	157	198	234	185
NT5C1B-RDH14,RDH14	24	36	32	25
NT5C2	43	71	46	43
NT5C3B	65	55	66	55
NT5DC1	17	31	21	15
NT5DC2	202	153	225	256
NT5DC3	16	16	33	8
NT5DC4	15	31	16	16
NT5E	14	18	18	8
NT5M	15	24	16	18
NTAN1	32	44	37	33
NTF3	14	24	17	19
NTF4	11	21	14	11
NTHL1	19	32	25	24
NTM	15	38	74	46
NTMT1	19	25	13	22
NTN1	6	16	13	11
NTN3	10	27	17	9
NTN4	41	81	54	32
NTN5	10	17	15	12
NTNG1	20	31	39	30
NTNG2	14	28	206	17
NTPCR	16	42	33	30
NTRK1	17	26	12	15
NTRK2	543	43	195	22
NTRK3	28	36	151	62
NTS	17	28	11	14
NTSR1	13	22	34	15
NTSR2	13	18	16	11
NUAK1	24	53	59	51
NUAK2	25	32	16	15
NUB1	36	60	54	49
NUBP1	21	23	19	16
NUBP2	52	71	67	47
NUBPL	31	32	43	34
NUCB1	63	54	71	46
NUCB2	36	37	46	26
NUCKS1	144	168	175	170
NUDC	76	83	110	91
NUDCD1	28	38	47	30
NUDCD2	48	45	44	37
NUDCD3	56	56	154	67
NUDT1	30	30	17	18
NUDT10	9	20	24	11
NUDT11	21	34	63	26
NUDT12	20	28	16	20
NUDT13	16	27	12	11
NUDT14	24	42	46	23
NUDT15	12	20	4	16
NUDT16	25	31	25	12
NUDT16L1,MGRN1	71	83	102	75
NUDT17	9	21	27	14
NUDT18	18	29	16	19
NUDT19	16	28	22	19
NUDT2	15	19	24	18
NUDT21	93	135	122	75
NUDT22	13	23	22	15
NUDT3	89	114	147	99
NUDT4	18	27	43	30
NUDT5	52	55	38	62
NUDT6	18	26	18	24
NUDT7	28	50	22	18
NUDT8	7	11	12	6
NUDT9	41	40	37	36
NUF2	47	36	10	41
NUFIP1	29	41	33	38
NUFIP2	39	37	26	30
NUGGC	17	22	16	19
NUMA1	189	209	141	142
NUMB	34	56	33	33
NUMBL	24	28	47	33
NUP107	53	50	32	62
NUP133	50	49	62	35
NUP153	53	55	56	39
NUP155	46	53	28	53
NUP160	53	56	57	49
NUP188	52	63	33	40
NUP205	66	59	34	45
NUP210	18	25	33	23
NUP210L	11	23	20	11
NUP214	30	39	34	29
NUP35	67	67	59	52
NUP37	37	38	28	34
NUP42	32	41	30	25
NUP43	27	33	25	37
NUP50	58	73	62	68
NUP54	59	45	36	28
NUP58	51	80	53	72
NUP62	56	54	40	47
NUP62CL	17	21	17	13
NUP85	44	46	40	39
NUP88	22	29	30	25
NUP93	47	79	92	40
NUP98	50	45	42	34
NUPR1	17	23	18	16
NUPR2	12	25	26	13
NUS1	69	75	88	64
NUSAP1	34	35	14	28
NUTF2	60	57	82	59
NUTM1	10	21	23	16
NUTM2E,NUTM2B,NUTM2D,NUTM2A	23	19	17	17
NUTM2F	15	26	26	20
NUTM2G	36	55	28	34
NVL	23	21	17	24
NWD1	17	18	16	12
NWD2	13	34	89	9
NXF1	41	48	46	32
NXF3	15	35	20	17
NXF5	7	22	14	12
NXN	63	76	27	33
NXNL1	32	44	33	33
NXNL2	11	14	10	12
NXPE1	16	25	18	8
NXPE2	12	19	14	13
NXPE3	19	39	52	25
NXPE4	20	53	34	34
NXPH1	15	35	22	24
NXPH2	19	27	18	19
NXPH3	20	26	31	18
NXPH4	19	35	23	49
NXT1	25	29	34	30
NXT2	15	38	23	19
NYAP1	68	69	157	67
NYAP2	24	38	62	32
NYNRIN	20	30	37	25
NYX	14	23	18	13
OAF	8	22	7	12
OARD1	17	30	19	15
OAS1	11	24	15	11
OAS2	10	24	20	17
OAS3	21	21	15	8
OAT	64	83	80	67
OAZ1	170	254	205	201
OAZ2	53	97	64	72
OAZ3	14	23	11	15
OBP2A	37	47	57	37
OBP2B	14	33	23	16
OBSCN	19	35	30	22
OBSL1	52	63	39	58
OC90	10	23	18	18
OCA2	27	26	39	18
OCEL1	17	30	18	23
OCIAD1	98	143	159	102
OCIAD2	30	52	107	71
OCLN	7	23	8	16
OCM,OCM2	19	31	27	20
OCRL	45	53	53	45
OCSTAMP	22	30	32	24
ODAM	26	24	23	15
ODAPH	7	32	24	18
ODC1	171	179	129	133
ODF1	11	31	17	16
ODF2	28	28	22	22
ODF2L	17	48	36	22
ODF3	14	23	12	13
ODF3B	16	24	13	11
ODF3L1	12	19	9	10
ODF3L2	11	14	17	7
ODF4	8	15	10	6
ODR4	43	52	70	48
OFCC1,LOC112267856	13	25	13	18
OFD1	42	43	32	43
OGA	220	264	243	149
OGDH	24	31	28	32
OGDHL	12	23	19	17
OGFOD1	13	30	43	24
OGFOD2	5	16	18	12
OGFOD3	35	37	36	19
OGFR	59	73	84	66
OGFRL1	17	36	22	19
OGG1	40	78	63	48
OGN	12	19	18	19
OGT	45	41	28	26
OIP5	25	24	13	15
OIT3	14	23	27	24
OLA1	136	126	134	98
OLFM1	50	60	152	45
OLFM2	45	112	144	126
OLFM3	9	26	42	17
OLFML1	18	16	21	13
OLFML2A	5	13	5	4
OLFML2B	31	28	29	21
OLIG1	50	38	27	29
OLIG2	65	39	19	16
OLIG3	20	29	28	18
OLR1	13	23	11	9
OMA1	23	29	40	18
OMD	8	20	15	12
OMG	23	39	26	24
OMP	20	29	22	20
ONECUT1	31	40	14	16
ONECUT2	13	18	15	18
OOEP	5	16	13	11
OOSP2	8	24	13	12
OOSP4B	14	15	17	7
OPA1	40	41	49	26
OPA3	7	20	14	21
OPALIN	17	26	21	12
OPCML	18	17	53	15
OPHN1	67	69	77	58
OPLAH	18	22	19	15
OPN1MW2,OPN1LW,OPN1MW,OPN1MW3	354	511	470	300
OPN1SW	18	38	13	17
OPN3	33	43	18	34
OPN4	15	24	21	15
OPN5	10	10	6	4
OPRD1	19	41	33	37
OPRK1	13	18	28	12
OPRL1	3	8	18	6
OPRM1	16	31	29	26
OPRPN	15	18	11	8
OPTC	9	14	16	10
OPTN	56	81	93	41
OR10A3	17	23	13	12
OR10A4	10	25	16	15
OR10A5	10	31	23	15
OR10A6	16	29	16	18
OR10A7	16	35	25	24
OR10AC1	15	22	16	15
OR10AD1	27	43	25	32
OR10AG1	9	28	14	13
OR10C1	17	21	13	12
OR10D3	22	21	25	23
OR10G2	13	25	20	20
OR10G3	23	36	38	36
OR10G4	27	36	23	32
OR10G6	12	21	15	7
OR10G7	25	29	24	17
OR10G8	16	31	28	25
OR10G9	20	34	26	29
OR10H1	9	14	24	8
OR10H2	19	30	26	21
OR10H3	15	18	20	21
OR10H4	22	25	20	19
OR10H5	15	19	15	15
OR10J1	12	30	13	14
OR10J3	8	24	16	14
OR10J4	16	23	20	12
OR10J5	19	28	25	10
OR10K1	14	19	22	10
OR10K2	20	31	19	20
OR10P1	24	22	21	16
OR10Q1	12	19	15	10
OR10R2	13	34	19	14
OR10S1	12	32	23	24
OR10T2	15	30	21	17
OR10V1	13	21	12	22
OR10W1	25	41	32	32
OR10X1	15	17	17	13
OR10Z1	14	28	27	20
OR11A1	19	30	15	20
OR11G2	15	31	21	22
OR11H4	14	30	21	12
OR11H6	11	18	19	22
OR11H7	25	37	15	20
OR11L1	12	27	19	16
OR12D1	10	25	15	18
OR12D2	19	23	11	19
OR12D3	8	23	11	13
OR13A1	15	18	20	17
OR13C2	11	22	16	17
OR13C3	13	28	34	17
OR13C4	15	27	13	11
OR13C5	20	35	26	25
OR13C8	20	35	18	32
OR13C9	19	30	23	20
OR13D1	12	24	17	18
OR13F1	9	14	13	7
OR13G1	22	25	18	20
OR13H1	15	27	16	14
OR13J1	12	20	16	14
OR14A16	19	39	20	12
OR14A2	18	20	28	24
OR14C36	19	34	27	29
OR14I1	12	31	12	10
OR14J1	10	16	11	13
OR14K1	18	31	16	16
OR1A1	14	25	16	18
OR1A2	23	20	20	10
OR1B1	20	27	23	20
OR1C1	18	24	18	17
OR1D2	16	17	12	14
OR1D4,OR1D5	13	45	30	17
OR1E1	19	20	12	15
OR1E2	8	20	16	13
OR1E3	18	32	24	13
OR1F1	20	27	14	19
OR1G1	13	12	17	8
OR1I1	20	24	20	13
OR1J1	18	26	16	17
OR1J2	12	21	12	14
OR1J4	17	24	17	13
OR1K1	23	35	29	26
OR1L1	10	14	19	13
OR1L3	14	26	14	14
OR1L8	8	26	18	21
OR1M1	8	33	17	14
OR1N1	12	30	17	22
OR1N2	14	26	24	18
OR1Q1	7	18	18	16
OR1S1	17	27	23	19
OR1S2	13	24	15	6
OR2A12	14	14	20	17
OR2A14	31	56	28	37
OR2A2	19	23	20	22
OR2A25	15	31	20	15
OR2A4,LOC107987545	17	22	22	25
OR2A5	12	27	12	8
OR2AE1	10	29	18	22
OR2AG1	11	20	8	11
OR2AG2	11	31	17	17
OR2AJ1	15	27	22	18
OR2AK2	18	20	24	17
OR2AP1	19	38	20	20
OR2AT4	11	26	13	12
OR2B11	28	28	14	29
OR2B2	22	20	19	12
OR2B3	13	29	19	18
OR2B6	10	40	23	19
OR2C1	11	28	17	15
OR2C3	9	17	19	6
OR2D2	15	29	14	18
OR2D3	9	19	19	11
OR2F1	19	29	17	15
OR2F2	18	26	8	15
OR2G2	11	23	19	11
OR2G3	12	20	28	13
OR2G6	16	22	19	12
OR2H1	10	22	19	12
OR2H2	35	38	26	41
OR2J2	7	18	11	6
OR2J3	19	37	19	21
OR2K2	17	21	22	14
OR2L13	15	23	26	15
OR2L2	19	28	24	22
OR2L3,OR2L8	20	31	18	14
OR2L5	14	26	23	20
OR2M2	16	35	30	20
OR2M4	14	30	15	15
OR2M5,OR2M3	16	41	23	15
OR2M5,OR2M7	40	32	29	30
OR2S2	8	11	9	13
OR2T1	14	15	11	15
OR2T10	11	16	23	15
OR2T11	16	26	20	24
OR2T12	25	18	22	18
OR2T35,OR2T2	25	32	24	29
OR2T4	24	22	18	21
OR2T5	23	31	17	23
OR2T6	16	23	18	26
OR2T7,OR2T27	16	25	13	16
OR2V1	17	22	18	28
OR2V2	15	22	20	12
OR2W1	11	22	9	9
OR2W3	22	22	21	10
OR2W5	19	21	17	20
OR2Z1	16	39	18	22
OR3A1	13	15	11	11
OR3A2	15	16	12	7
OR3A3	24	17	23	17
OR4A15	16	20	18	12
OR4A16	18	32	18	15
OR4A47	37	41	25	27
OR4A5	21	32	37	30
OR4B1	20	34	35	22
OR4C11	13	31	21	18
OR4C12	15	22	15	20
OR4C13	29	25	22	25
OR4C15	14	20	16	9
OR4C16	13	18	21	15
OR4C3	16	20	21	16
OR4C45	17	19	13	13
OR4C46	16	20	15	17
OR4C5	15	23	18	18
OR4C6	18	25	28	20
OR4D1	18	20	20	16
OR4D10	20	29	23	11
OR4D11	16	39	9	12
OR4D2	5	33	18	17
OR4D5	17	30	15	25
OR4D6	11	24	14	11
OR4D9	11	25	16	16
OR4E1	17	21	14	9
OR4E2	22	27	22	16
OR4F15	25	29	28	23
OR4F17	21	38	23	25
OR4F3,OR4F29,OR4F16,OR4F21	29	48	34	30
OR4F6	23	22	16	25
OR4K1	16	20	23	14
OR4K13	7	23	20	10
OR4K14	20	31	25	13
OR4K15	11	25	17	17
OR4K17	12	20	22	7
OR4K2	14	32	20	11
OR4K3	22	23	20	16
OR4K5	24	29	17	22
OR4L1	19	27	20	17
OR4M1,OR4M2	7	17	14	12
OR4N2	26	35	27	17
OR4N4,LOC102723532,LOC105369274	11	28	15	12
OR4N5	11	23	13	9
OR4P4	13	28	14	11
OR4Q2	11	22	17	13
OR4Q3	28	37	35	29
OR4S1	15	24	19	16
OR4S2	17	40	26	20
OR4X1	31	44	32	33
OR4X2	12	20	9	13
OR51A2,OR51A4	6	21	15	8
OR51A7	8	16	11	9
OR51B2	23	30	19	21
OR51B4	11	26	23	17
OR51B5	14	21	14	12
OR51B6	12	17	8	12
OR51D1	21	27	15	23
OR51E1	17	24	16	8
OR51E2	15	15	27	15
OR51F1	10	23	17	10
OR51F2	14	20	22	25
OR51G1	23	32	16	22
OR51G2	17	24	17	11
OR51H1	16	33	17	19
OR51I1	17	18	13	14
OR51I2	9	20	15	8
OR51J1	12	23	17	21
OR51L1	16	23	17	10
OR51M1	7	25	13	8
OR51T1	18	20	21	21
OR51V1	16	27	24	9
OR52A1	17	31	25	17
OR52A5	17	15	18	9
OR52B2	17	13	14	16
OR52B4	14	33	12	15
OR52B6	12	25	12	13
OR52D1	16	36	20	25
OR52E1	11	25	20	25
OR52E2	19	32	21	19
OR52E4	17	22	20	9
OR52E5	16	29	18	10
OR52E6	18	34	25	17
OR52E8	14	27	22	26
OR52H1	18	23	17	14
OR52I1	11	16	15	8
OR52I2	18	18	19	8
OR52J3	19	28	16	17
OR52K1	14	29	16	15
OR52K2	16	46	21	11
OR52L1	17	30	18	15
OR52M1	22	28	26	14
OR52N1	12	20	10	21
OR52N2	25	29	20	19
OR52N4	19	36	25	22
OR52N5	11	17	22	5
OR52R1	14	27	24	29
OR52W1	18	22	17	22
OR52Z1	13	21	21	8
OR56A1	22	37	27	17
OR56A3	15	25	29	18
OR56A4	21	29	24	19
OR56A5	18	19	12	16
OR56B1	18	21	15	20
OR56B4	21	32	21	14
OR5A1	26	29	20	19
OR5A2	23	35	17	17
OR5AC2	5	12	16	14
OR5AK2	9	21	21	21
OR5AL1	15	25	19	13
OR5AN1	14	22	15	15
OR5AP2	17	32	25	25
OR5AR1	18	23	17	25
OR5AS1	13	21	10	13
OR5AU1	13	29	20	25
OR5B12	15	25	17	12
OR5B17	13	21	22	12
OR5B2	17	20	14	11
OR5B21	18	27	9	22
OR5B3	14	28	22	16
OR5C1	19	38	22	15
OR5D13	14	29	13	19
OR5D14	10	17	11	9
OR5D16	19	24	25	17
OR5D18	15	28	12	25
OR5F1	13	19	20	14
OR5H2	11	19	14	18
OR5H6,OR5H14	15	24	11	23
OR5I1	16	35	27	24
OR5J2	13	30	18	23
OR5K2	14	17	11	10
OR5K3	14	19	13	10
OR5K4	11	17	24	16
OR5L1	48	63	40	44
OR5L2	7	5	17	15
OR5M10	16	31	12	14
OR5M11	19	21	16	22
OR5M3	16	38	26	15
OR5M8	19	27	26	23
OR5M9	19	30	24	21
OR5P2	1	1	1	1
OR5P3	17	26	18	16
OR5R1	10	26	14	17
OR5T1	20	16	17	15
OR5T2	23	31	21	11
OR5T3	10	23	19	17
OR5V1	19	34	18	22
OR5W2	17	20	16	17
OR6A2	30	20	24	13
OR6B1	19	34	24	22
OR6B2	13	19	14	8
OR6B3	12	20	12	13
OR6C1	13	25	13	14
OR6C2	10	27	15	12
OR6C3	13	21	12	14
OR6C4	18	23	16	25
OR6C6	13	20	20	9
OR6C65	17	30	11	9
OR6C68	9	14	16	10
OR6C70	14	20	18	13
OR6C74	24	30	20	17
OR6C75	13	26	10	15
OR6C76	9	21	16	11
OR6F1	16	29	17	19
OR6J1	12	21	11	24
OR6K2	12	29	19	24
OR6K3	11	33	13	17
OR6K6	17	17	13	13
OR6M1	7	21	17	8
OR6N1	12	26	8	12
OR6N2	13	18	15	15
OR6P1	17	30	16	12
OR6Q1	23	36	24	16
OR6S1	16	27	19	14
OR6T1	13	27	11	16
OR6V1	19	12	18	13
OR6X1	10	18	13	18
OR6Y1	13	29	13	16
OR7A10	23	25	24	15
OR7A17	12	27	19	21
OR7A5	9	19	26	13
OR7C1	19	37	24	21
OR7C2	12	22	24	17
OR7D2	13	30	24	32
OR7D4	19	33	17	24
OR7E24	17	27	35	24
OR7G1	13	22	14	12
OR7G2	8	23	18	15
OR7G3	10	34	14	16
OR8A1	8	35	18	22
OR8B12	15	30	19	16
OR8B4	23	17	16	15
OR8B8	18	29	21	13
OR8D1	15	20	18	17
OR8D4	22	36	19	27
OR8G1,OR8G5,OR8G2P	36	41	32	25
OR8H1	9	27	26	15
OR8I2	15	17	18	19
OR8J1	22	31	11	22
OR8J3	12	15	17	9
OR8K1	19	23	15	15
OR8K3	13	28	24	10
OR8K5	13	28	19	16
OR8S1	9	22	20	15
OR8U9	16	25	22	11
OR9A2	18	50	28	38
OR9A4	13	17	24	10
OR9G4	27	42	25	15
OR9I1	11	30	24	17
OR9K2	20	26	26	16
OR9Q1	28	32	25	16
OR9Q2	14	26	11	17
ORAI1	6	21	11	15
ORAI2	35	41	70	37
ORAI3	34	33	33	25
ORC1	23	32	17	18
ORC2	15	29	24	24
ORC3	12	24	18	11
ORC4	19	24	22	10
ORC5	14	23	19	24
ORC6	33	25	17	23
ORM1	24	34	29	24
ORM2	50	35	38	29
ORMDL1	35	63	61	35
ORMDL2	22	39	31	27
ORMDL3	45	56	82	76
OS9	87	112	133	69
OSBP	40	52	47	40
OSBPL10	17	23	43	17
OSBPL11	34	49	29	32
OSBPL1A	32	32	49	31
OSBPL2	36	63	43	40
OSBPL3	14	22	22	19
OSBPL5	5	3	12	7
OSBPL6	11	32	44	25
OSBPL7	21	20	38	14
OSBPL8	69	88	98	54
OSBPL9	54	54	37	46
OSCAR	10	30	18	13
OSCP1	14	38	17	19
OSER1	19	38	47	21
OSGEP	50	84	74	69
OSGEPL1	28	36	19	25
OSGIN1	17	24	19	28
OSGIN2	30	32	21	36
OSM	25	30	25	21
OSMR	12	32	12	12
OSR1	11	14	7	7
OSR2	7	10	7	6
OST4	75	128	114	115
OSTC	39	59	46	28
OSTF1	21	28	33	16
OSTM1	60	42	56	39
OSTN	5	17	16	6
OTC	14	16	17	14
OTOA	8	4	3	2
OTOF	10	19	8	15
OTOG	9	30	14	22
OTOGL	10	10	11	6
OTOL1	18	20	20	19
OTOP1	22	36	17	20
OTOP2	14	29	17	16
OTOP3	11	29	11	10
OTOR	6	24	39	15
OTOS	23	30	24	13
OTP	10	23	16	16
OTUB1	71	99	140	80
OTUB2	17	30	32	21
OTUD1	23	29	16	15
OTUD3	42	53	49	56
OTUD4	85	88	109	74
OTUD5	35	54	44	39
OTUD6A	8	31	17	13
OTUD6B	31	25	33	21
OTUD7A	19	29	22	21
OTUD7B	26	34	21	25
OTULIN	28	33	19	30
OTULINL	8	15	13	10
OTX1	36	124	49	50
OTX2	18	25	14	10
OVCA2	16	28	21	25
OVCH1	3	14	4	4
OVCH2	9	9	5	4
OVGP1	18	38	21	24
OVOL1	23	35	36	24
OVOL2	14	20	12	9
OVOL3	9	27	15	16
OXA1L	17	25	15	24
OXCT1	13	37	43	25
OXCT2,OXCT2P1	23	26	18	22
OXER1	22	23	15	24
OXGR1	16	31	18	9
OXLD1	29	23	30	26
OXNAD1	27	36	24	27
OXR1	75	59	71	53
OXSM	20	50	41	38
OXSR1	63	80	70	68
OXT	10	20	14	25
OXTR	11	24	20	25
P2RX1	9	17	13	8
P2RX2	12	22	24	17
P2RX3	15	37	10	20
P2RX4	20	30	19	13
P2RX5,P2RX5-TAX1BP3	11	20	17	14
P2RX6	17	20	11	16
P2RX7	16	34	9	13
P2RY1	21	33	14	19
P2RY10	10	16	16	11
P2RY12	19	30	19	17
P2RY13	17	24	18	32
P2RY14	20	33	16	11
P2RY2	12	33	24	12
P2RY4	20	32	22	22
P2RY6	27	36	32	28
P2RY8	19	24	27	24
P3H1	30	41	33	31
P3H2	13	54	17	30
P3H3	13	27	24	12
P3H4	24	38	23	29
P4HA1	72	109	39	45
P4HA2	20	37	45	10
P4HA3	5	8	6	5
P4HB	81	108	91	69
P4HTM	47	42	71	50
PA2G4	47	63	51	23
PAAF1	57	70	46	45
PABPC1	327	355	455	327
PABPC1L	29	32	19	30
PABPC1L2A,PABPC1L2B	13	30	16	16
PABPC3	168	209	289	121
PABPC4	80	84	134	69
PABPC4L	14	16	14	17
PABPC5	23	30	30	16
PABPN1,BCL2L2-PABPN1	119	121	126	134
PABPN1L	25	34	38	19
PACC1	24	32	39	27
PACRG	15	17	22	13
PACRGL,KCNIP4	11	20	19	18
PACS1	43	42	95	36
PACS2	58	71	78	59
PACSIN1	21	29	40	25
PACSIN2	48	57	41	45
PACSIN3	20	24	18	17
PADI1	17	20	15	13
PADI2	4	6	4	1
PADI3	9	23	20	17
PADI4	20	27	21	26
PADI6	7	23	12	11
PAEP	10	24	9	12
PAF1	19	44	20	20
PAFAH1B1	89	138	261	104
PAFAH1B2	64	73	67	47
PAFAH1B3	150	180	273	135
PAFAH2	30	32	18	18
PAG1	38	74	38	112
PAGE1	19	33	14	11
PAGE2B,PAGE5,PAGE2	11	24	17	12
PAGE3	15	27	31	23
PAGE4	6	25	15	11
PAGR1	128	153	142	167
PAH	15	20	23	15
PAICS	107	101	46	67
PAIP1	56	95	114	76
PAIP2	169	180	98	137
PAIP2B	28	44	31	25
PAK1	28	51	51	54
PAK1IP1	27	52	40	24
PAK2	58	52	49	59
PAK3	61	65	66	37
PAK4	26	21	21	20
PAK5	43	54	134	48
PAK6,BUB1B-PAK6	15	43	39	26
PALB2	12	20	34	18
PALD1	134	180	193	132
PALLD,CBR4	97	115	40	95
PALM	74	123	155	84
PALM2AKAP2	27	40	47	29
PALM3	20	18	16	14
PAM	55	105	33	75
PAM16	21	44	39	32
PAMR1	11	25	17	23
PAN2	16	29	13	17
PAN3	44	58	38	58
PANK1	31	39	39	35
PANK2	63	74	65	52
PANK3	58	84	98	55
PANK4	25	36	31	24
PANO1	17	23	21	18
PANX1	64	70	130	58
PANX2	19	21	34	15
PANX3	15	17	16	15
PAOX	11	20	26	20
PAPLN	13	23	12	15
PAPOLA	140	125	116	99
PAPOLB	19	24	22	18
PAPOLG	32	47	42	28
PAPPA	12	21	10	13
PAPPA2	21	36	29	19
PAPSS1	47	73	94	57
PAPSS2	10	15	11	7
PAQR3	33	40	61	37
PAQR4	24	22	36	30
PAQR5	25	59	33	34
PAQR6	55	40	26	33
PAQR7	17	24	25	19
PAQR8	33	44	20	15
PAQR9	10	27	28	13
PARD3	22	15	9	12
PARD3B	41	39	19	36
PARD6A	18	28	26	16
PARD6B	23	33	22	28
PARD6G	22	52	35	35
PARG	32	42	34	23
PARK7	80	116	129	123
PARL	40	47	37	19
PARM1	20	24	21	18
PARN	29	37	16	24
PARP1	186	113	101	144
PARP10	8	26	21	22
PARP11	37	50	20	33
PARP12	18	21	19	13
PARP14	25	35	32	27
PARP15	12	10	10	10
PARP16	32	75	62	41
PARP2	31	47	58	39
PARP3	20	28	30	16
PARP4	45	36	14	22
PARP6	92	122	142	101
PARP8	26	34	22	23
PARP9	19	24	14	20
PARPBP	28	36	19	19
PARS2	16	26	22	16
PARVA	28	46	38	41
PARVB	11	19	26	7
PARVG	13	36	24	12
PASD1	15	16	11	9
PASK	22	28	51	18
PATE1	23	25	12	19
PATE2	33	31	36	32
PATE3	16	31	22	18
PATE4	14	24	16	23
PATJ	22	44	31	39
PATL1	34	40	23	31
PATL2	13	26	18	16
PATZ1	74	72	65	76
PAWR	22	34	21	19
PAX1	13	24	14	10
PAX2	13	25	22	16
PAX3	14	26	17	19
PAX4	13	23	14	15
PAX5	16	26	18	12
PAX6	74	152	25	206
PAX7	23	23	16	24
PAX8	11	23	17	14
PAX9	11	29	16	11
PAXIP1	37	41	24	33
PAXX	33	34	30	31
PBDC1	28	42	36	27
PBK	35	28	17	30
PBLD	26	17	25	35
PBOV1	14	22	48	14
PBRM1	83	67	84	55
PBX1	93	175	174	162
PBX2	64	72	48	61
PBX3	22	44	18	21
PBX4	24	33	33	15
PBXIP1	79	55	29	46
PC	34	51	33	37
PCARE	12	28	12	15
PCBD1	49	35	29	24
PCBD2	21	15	13	21
PCBP1	72	95	100	117
PCBP2	437	560	381	391
PCBP3	18	38	24	15
PCBP4	50	108	188	122
PCCA	35	64	46	58
PCCB	48	46	41	30
PCDH1	14	37	63	11
PCDH10	16	29	132	22
PCDH11X,PCDH11Y	27	53	111	27
PCDH12	16	26	18	19
PCDH15	15	15	22	19
PCDH17	21	23	33	20
PCDH18	13	20	14	13
PCDH19	23	23	90	11
PCDH20	18	28	14	15
PCDH7	13	23	44	17
PCDH8	10	57	80	32
PCDH9	94	113	85	73
PCED1A	46	63	42	43
PCED1B	19	23	20	29
PCF11	72	109	124	66
PCGF1	13	32	25	14
PCGF2	98	127	94	87
PCGF3	72	78	91	63
PCGF5	56	64	20	45
PCGF6	21	39	29	34
PCID2	66	72	72	51
PCIF1	57	53	64	53
PCK1	9	22	23	13
PCK2	12	16	11	15
PCLAF	17	16	6	14
PCLO	20	34	101	30
PCM1	100	113	85	70
PCMT1	43	44	83	17
PCMTD1	88	100	78	78
PCMTD2	97	113	111	93
PCNA-AS1,PCNA	96	69	32	82
PCNP	148	167	117	132
PCNT	43	53	38	25
PCNX1	58	79	71	65
PCNX2	20	42	30	20
PCNX3	22	30	35	34
PCNX4	72	93	76	66
PCOLCE	19	25	23	18
PCOLCE2	16	18	14	10
PCP2	10	15	15	11
PCP4	17	18	17	14
PCP4L1	13	16	14	12
PCSK1	22	29	22	20
PCSK1N	32	55	333	96
PCSK2	9	22	167	11
PCSK4	10	11	21	15
PCSK5	14	23	29	19
PCSK6	28	33	35	22
PCSK7	30	25	36	20
PCSK9	11	14	31	13
PCTP	9	14	12	13
PCYOX1	30	42	80	16
PCYOX1L	21	34	29	34
PCYT1A	28	31	23	18
PCYT1B	33	54	44	19
PCYT2,NPB	13	25	31	15
PDAP1	17	33	22	16
PDC	7	13	17	16
PDCD1	7	12	10	9
PDCD10	23	34	37	28
PDCD11	41	51	45	35
PDCD1LG2	8	22	22	11
PDCD2	47	61	56	41
PDCD2L	19	26	19	22
PDCD4	178	187	186	188
PDCD5	71	67	91	72
PDCD6	53	58	67	63
PDCD6IP	47	62	71	32
PDCD7	39	48	49	38
PDCL	29	77	39	29
PDCL2	17	27	18	13
PDCL3	48	51	32	49
PDE10A	29	57	66	25
PDE11A	18	35	24	35
PDE12	30	37	35	34
PDE1B	20	34	23	18
PDE1C	14	26	17	28
PDE2A	37	72	127	32
PDE3A	22	24	18	29
PDE3B	17	30	27	18
PDE4A	14	38	43	19
PDE4B	29	49	51	31
PDE4C	33	53	45	31
PDE4D	40	52	71	42
PDE5A	16	17	12	14
PDE6A	11	34	18	18
PDE6B	16	20	25	24
PDE6C	7	19	12	19
PDE6D	54	55	54	27
PDE6G	11	31	17	17
PDE6H	12	14	16	11
PDE7A	59	69	75	49
PDE7B	8	22	14	9
PDE8A	35	30	23	33
PDE8B	18	33	20	23
PDE9A	68	81	38	81
PDF	22	29	36	20
PDGFA	18	27	28	16
PDGFB	21	26	16	16
PDGFC	14	22	27	14
PDGFD	24	50	21	67
PDGFRA	14	23	30	15
PDGFRB	42	48	11	35
PDGFRL	5	18	8	13
PDHA1	39	53	60	52
PDHA2	10	29	35	8
PDHB	27	46	65	53
PDHX	61	70	59	63
PDIA2	16	31	72	18
PDIA4	58	54	34	44
PDIA5	17	39	25	20
PDIA6	108	71	78	60
PDIK1L	47	69	106	40
PDILT	17	29	24	13
PDK1	30	53	34	41
PDK2	24	38	25	23
PDK3	18	25	21	23
PDK4	14	30	19	15
PDLIM1	26	49	33	32
PDLIM2	27	35	24	20
PDLIM3	30	38	20	36
PDLIM4	19	34	19	20
PDLIM5	26	38	18	28
PDLIM7	29	45	52	32
PDP1	32	39	72	37
PDP2	24	28	24	18
PDPK1	38	58	83	45
PDPN	44	34	15	30
PDPR	12	51	25	21
PDRG1	18	33	33	25
PDS5A	63	74	54	53
PDS5B	82	111	172	78
PDSS1,LOC102723904	29	34	23	26
PDSS2	21	38	29	23
PDX1	16	35	22	16
PDXDC2P-NPIPB14P,LOC102724985,PDXDC1	63	63	83	37
PDXK	42	79	116	51
PDXP	43	58	100	67
PDYN	24	32	15	12
PDZD11	37	38	38	14
PDZD2	24	39	58	22
PDZD3	13	28	19	18
PDZD4	96	126	353	99
PDZD7	10	17	17	16
PDZD9	18	32	15	15
PDZK1	17	21	12	15
